aa,first,last,rating,resourceid
,Josh,McEachran,68,198702
,Andy,Najar,71,198704
Luis Alberto,Luis Alberto,Romero Alconchel,85,198705
,James,Rodríguez,82,198706
,Axel,García,50,198710
Sergio León,Sergio,León Limones,74,257033
,Wilfried,Zaha,83,198715
,Abdulwahab,Jafar,60,198717
,Nathan,Redmond,78,231486
,Aly,Keita,66,198719
,Koji,Suzuki,67,231489
Adrià Pedrosa,Adrià,Giner Pedrosa,75,252718
,Douglas,Bergqvist,63,246113
,Elbasan,Rashani,68,231498
,Dennis,Widgren,68,198731
,Bassala,Sambou,63,231500
,Monday,Samuel,58,231503
,Mathew,Stevens,58,231505
,Alberto,Acosta,66,229731
,Max,Watson,59,198740
,Lloyd,Kelly,69,231510
,Robert,Gojani,65,231512
,Nils,Butzen,63,231514
,Joe,Corona,69,238970
,José Antonio,Madueña,71,198749
,Exequiel,Palacios,77,198751
,Maarten,Stekelenburg,72,231521
,Tomás,Pochettino,72,2147
,Ismaël Chester,Diallo,66,231524
,Saphir,Taïder,75,231527
José Arnáiz,José Manuel,Arnáiz Díaz,70,198760
,Ask,Tjærandsen-Skau,52,231530
,Cameron,Borthwick-Jackson,64,246119
,Brian,Blasi,69,231535
,Nicolás,Andereggen,57,231538
,Scott,Wharton,64,231539
,Jonathan,Williams,69,231540
,Mehdi,Léris,64,198776
,José,Quintero,67,240660
,Javier,Toledo,71,231550
,Alex,Oxlade-Chamberlain,79,198783
,James,Justin,73,198784
,Franco,Torgnascioli,64,231554
,Cristian,Lasso,61,240662
,Feiver,Mercado,67,231561
,Dean,Lyness,60,231563
,Erwin Junior,Sánchez,64,231564
,Leonardo,Vaca,65,231574
,Ayoub,Ouhafsa,59,231575
,Bailey,Wright,68,251033
,Fredrik Oldrup,Jensen,65,198810
,Antony,Evans,60,198811
,Nicholas,D'Agostino,62,231580
,Asım,Aksungur,50,231582
,Romain,Amalfitano,72,248851
,Luis,Caicedo,68,198817
Joan Sastre,Joan,Sastre Vanrell,72,231587
,Lewis,Butroid,58,231588
,Cosmin,Frăsinescu,65,231590
,Bukayo,Saka,75,147825
,Mark,Cullen,61,246669
Marc Navarro,Marc,Navarro Ceciliano,73,198825
Dalmau,Adriàn,Dalmau Vaquer,69,231600
,Vincent,Pajot,72,231601
Danilo,Danilo,Larangeira,74,198836
Bebé,Tiago Manuel,Dias Correia,72,166072
Aday Benítez,Aday,Benítez Caraballo,73,166074
,Romain,Del Castillo,73,198843
,Shawn,McCoulsky,60,231612
,Fabian,Reese,66,231613
,Kellan,Gordon,61,231614
,Thanos,Petsos,65,231615
,Louis,Carnot,60,198849
,Callum,Lang,63,247761
,Christopher,Avevor,69,240673
,Simone,Romagnoli,71,198856
Rafa Mir,Rafael,Mir Vicente,70,198857
Alex Craninx,Alexandro Marco,Craninx Joostens,68,231628
,Fatih,Öztürk,68,235213
,Nicolas,Isimat-Mirin,70,166097
,Adalberto,Peñaranda,69,198868
,Kayne,Ramsay,62,231638
Ontiveros,Javier,Ontiveros Parra,75,246137
Adriano,Carlos Adriano,de Souza Cruz,65,231640
,Femi,Akinwande,57,198874
,Colin,Kazim-Richards,68,231644
,Simon,Banza,66,166114
,Liam,McGing,55,231652
,Conor,Clifford,59,251601
,Josh,Barrett,62,198891
,Grant,Hanley,70,231663
,Luke,Dreher,58,198904
,Ciarán,Coll,59,231673
,Isaac,Cofie,69,231674
,Marcus,Rashford,85,198908
,Ruon,Tongyik,60,231677
Lee Si Heon,Si Heon,Lee,56,231678
,Jan,Hochscheidt,72,251605
,Zac,McGraw,57,198914
,Ronaël,Pierre-Gabriel,71,257067
,Martin,Ramsland,62,231685
,Ignacio,Aliseda,70,231686
,Thibang,Phete,65,246145
,Hubert,Matynia,66,231688
,Alban,Lafont,78,224300
Aritz Castro,Aritz,Castro Pérez,64,231691
Álex Zalaya,Alejandro,Zalaya Galardón,62,231695
,Ibrahim,Chenihi,66,235224
,Edis,Ibargüen,64,242308
Córdoba,Iñigo,Córdoba Kerejeta,77,231704
,Mauricio,Isais,58,229764
,Danilo,D'Ambrosio,77,255402
,Kévin,Malcuit,78,198946
Pablo Sarabia,Pablo,Sarabia García,81,198949
,Cédric,Bakambu,80,198950
,Quentin,Braat,64,198951
,Aubin,Long,57,231720
,Andrei,Ivan,68,231722
,Ioan,Hora,67,231726
,Raïs,M'Bolhi,71,231728
,Paul,Nebel,62,198962
,Yoshiaki,Komai,65,257075
,Abdulmohsen,Fallatah,60,232489
,Jonathan,Mensah,71,231735
,Denilson,Ovando,53,198970
,Keinan,Davis,68,255403
,Landry,Dimata,72,231743
,Kylian,Mbappé,90,231745
Miguelón,Miguel,Juan Llambrich,72,231747
,Darren,Randolph,75,231749
,Jérémy,Livolant,67,169697
,Ryan,Brennan,58,231753
,Malachi,Napa,57,198990
,Shandon,Baptiste,64,240696
,Mathew,Ryan,80,240697
,Mark,McGinley,57,199005
,Mohammed,Fayez,64,199007
,Andy,Boyle,65,197008
,David,McMillan,63,199010
,Ciaran,Kilduff,57,199014
,Andraž,Šporar,76,199015
,Jesper,Nyholm,65,231786
,Keith,Ward,62,237226
,Jack,Robinson,70,199021
,Daan,Heymans,63,199027
,Charles,Aránguiz,83,235242
,Dinny,Corcoran,61,199042
,Richárd,Magyar,68,199047
Yohan Tavares,Yohan,Tavares,69,199049
,Ziyad,Al Sahafi,65,199051
,Justin,Hoogma,72,231821
,Yann,Karamoh,75,231823
,Nathan,Ferguson,60,231826
,Georgios,Tzavellas,74,231827
,Aidan,Friel,56,199060
,Jesper,Karlsson,69,231831
,Vincent,Aboubakar,74,231836
,Maximilian,Wöber,74,199069
,Valentino,Müller,63,231838
,Maxence,Prévot,68,231840
,David,Löfquist,64,231841
,Samuel,Chukwueze,77,199080
,Eduard,Florescu,56,246172
Wang Gang,Gang,Wang,67,251634
,Mason,Stajduhar,56,199088
,Leonardo,Castro,69,231861
,Yan,Dhanda,65,231862
,Mitchell,van Bergen,74,231863
,Denis,Haruț,67,231864
Rodri,Rodrigo,Hernández Cascante,85,251636
Raúl Lizoain,Raúl,Lizoain Cruz,68,231866
,Alexander,Domínguez,72,199101
,Séga,Coulibaly,63,199103
,Geovanny,Nazareno,66,231872
,Jannes,Horn,70,199105
,Luis,Muriel,79,231874
,Mathías,Olivera,77,199110
,Kosuke,Ota,68,240716
,Alex,Muyl,68,231885
,Yusuf,Yazıcı,76,231886
,Haris,Radetinac,64,231887
,Marcos,Acuña,83,199121
,Anton,Tinnerholm,72,224334
,Taras,Romanczuk,71,199131
,Nathan,Woodthorpe,52,224336
,Stephen,Folan,59,256867
,Jonas,Grønner,64,199139
,Kamer,Qaka,66,199141
,Fredrik,Aursnes,71,199142
,Daniel,Margush,60,231913
,Juan,Iturbe,72,231914
,Róbert,Boženík,70,199151
Luna,Antonio Manuel,Luna Rodriguez,72,255409
Sergio Álvarez,Sergio,Álvarez Díaz,75,199157
,Luke,Brattan,68,199158
,Ronan,Hughes,53,199159
Lee Ji Min,Ji Min,Lee,63,231928
,Hernán,Lopes,63,228131
Yang Jun A,Jun A,Yang,63,231931
,Ben,White,75,199165
,Sulayman,Marreh,68,231936
,Bryan,Dabo,72,218880
,Dawid,Szymonowicz,63,199170
Han Chan Hee,Chan Hee,Han,68,231941
Richarlison,Richarlison,de Andrade,81,231942
Oh Se Hun,Se Hun,Oh,64,231943
,Brendan,Hines-Ike,66,231947
,Saman,Ghoddos,73,231948
Kim Bo Kyung,Bo Kyung,Kim,74,231949
,Duplexe,Tchamba,64,199183
Xu Xin,Xin,Xu,62,240728
Elliot,Elliot,Gómez López,65,231954
Liao Junjian,Junjian,Liao,63,254319
,Ross,Barkley,78,231956
,Dennis,Appiah,72,199189
,Amel,Mujanic,55,199191
,Jonathan,Delaplace,68,251652
Beto da Silva,Luiz Humberto,Da Silva Silva,66,199195
,Silviu,Balaure,66,231965
,Ruslan,Malinovskyi,79,235269
,Danilo,Acosta,66,231969
,Domagoj,Vida,78,231973
,Tsubasa,Endoh,66,199206
,Bryce,Duke,55,231979
,Alexander,Gorgon,70,255411
,Keegan,Rosenberry,72,199215
,Brendan,Hamill,61,231985
,Callan,Elliot,57,199218
,Ilan,Kebbal,62,246195
Chi Wenyi,Wenyi,Chi,63,257118
Kim Tae Hwan,Tae Hwan,Kim,71,231993
Lee Seung Woo,Seung Woo,Lee,67,199231
,Stefan,Stangl,66,232000
Isi,Isaac,Palazón Camacho,68,199234
Hong Chul,Chul,Hong,72,232498
Yun Young Sun,Young Sun,Yun,70,199236
,Mateusz,Lis,64,199238
Toni Lato,Antonio,Latorre Grueso,73,232007
,Dren,Feka,59,232008
,Lukáš,Hejda,72,232009
,Michael,Salazar,63,199244
Álex Fernández,Alejandro,Fernández Iglesias,74,232014
,Aljaž,Casar,57,199247
João Pedro,João Pedro,G. Santos Galvão,79,251662
Kim Da Sol,Da Sol,Kim,59,199254
,Connor,Sparrow,55,199259
,José,Aja,66,232031
Ji Dong Won,Dong Won,Ji,71,235280
,Teddy,Sharman-Lowe,51,199266
,Ilja,Nestorovski,73,257126
,Michiel,Jonckheere,66,199274
,Amir,Abrashi,71,199277
,Stjepan,Kukuruzović,68,199282
,Blas,Cáceres,70,199285
,Anthony,Losilla,71,232054
,Steven,Bergwijn,83,199288
,David,Meza Colli,63,225953
,Williams,Riveros,66,199294
,Roque,Caballero,62,240138
Danilo,Danilo Luiz,da Silva,79,232070
,Mathias,Wittek,67,199304
,Derrick,Etienne Jr.,65,199305
,Jack,Harrison,74,166539
,Abdoulaye,Bamba,73,232080
,Andrew,Tarbell,63,199313
,Mathias,Bringaker,62,232082
,Tomáš,Holý,65,232085
,Giorgi,Aburjania,67,199321
,Gaëtan,Poussin,67,232090
,Jarosław,Niezgoda,69,240751
,Hernesto,Caballero,65,232094
Brahim,Brahim,Díaz,74,248868
,Marko,Grujić,75,231410
,Santiago,Hernández,64,232099
,Conor,Masterson,63,232101
,Amine,Gouiri,70,232102
,Daniel,James,77,240753
,Noah,Smerdon,56,232104
,Alexandru,Ioniță,63,251676
,Manuel,Riemann,72,199338
,Thomas,Glover,62,199339
,Timo,Beermann,69,232110
,Julien,Dacosta,67,199347
,Mike,Wunderlich,67,232117
,Shaquell,Moore,69,199351
,Marc,Rzatkowski,72,232120
Lucas Pérez,Lucas,Pérez Martínez,79,199353
,Ramiro,Balbuena,62,199354
,Aboubakar,Keita,66,251679
,Henrich,Ravas,53,232127
Joaquín,Joaquín,Fernández Moreno,74,232131
,Fernand,Mayembo,65,232132
,Dionicio,Escalante,64,232136
,Hernán,Novick,68,199369
Jô Santos,Joálisson,Santos Oliveira,65,253234
,Lucas,Chacana,64,251682
,Felix,Uduokhai,75,232142
,Dániel,Sallói,69,232144
,Munas,Dabbur,79,232148
,Timm,Klose,72,208498
,Fabian,Koch,68,199383
,Tomáš,Souček,81,199384
,Bryan,Linssen,74,236792
,Pablo,Chavarría,71,199386
,James,Musa,64,199387
,Patrick,Schmidt,65,199388
,Matías,Aguirregaray,72,235301
,Nicolas,Pallois,78,199392
,Steven,Ugarković,68,199393
,Youssoufou,Niakaté,71,232162
,Henrik,Robstad,63,232163
,Fabian,Herbers,65,232164
,Kamil,Pestka,67,232166
,Danny,Post,67,235303
,Moses,Ogbu,66,199407
Sebá,Sebastião,de Freitas Couto,72,232177
,Tobias,Kempe,70,199412
,Collins,Fai,72,199413
Ibai Gómez,Ibai,Gómez Pérez,79,232183
,Harun,Tekin,74,199416
,Nicolás,Ramírez,67,199417
,Jordy,Clasie,74,232189
,Christopher,Martins,70,199422
,Fabián,Estoyanoff,71,232192
,Jordan,Hallam,56,169771
Molinero,Francisco José,Molinero Calderón,71,240769
,Dušan,Tadić,83,166664
,Anton,Donkor,62,199434
,Michael,Gregoritsch,74,232203
,Manfred,Gollner,64,199439
José Kanté,José,Kanté Martínez,69,199440
,Charlie,Trafford,60,232209
,Takuto,Hayashi,65,232211
,Jared,Khasa,55,232505
,Stephen,Mallon,61,246233
,Wissam,Ben Yedder,84,240772
,Abdullah,Al Bahri,55,199451
,Konstantinos,Tsimikas,76,245085
,Janni,Serra,69,232223
,Denys,Boyko,75,232225
,Ali,Al Bulayhi,68,232226
,Justin,Bijlow,76,229851
,Ronald,Matarrita,71,232229
Kim Jung Hyun,Jung Hyun,Kim,56,232230
,Juan,Aguilar,66,232232
,Enes,Sağlık,63,199465
,Marco,Meilinger,66,199467
,Willi,Evseev,63,199470
,Santiago,Ascacíbar,76,199475
,Boné,Uaferro,64,232244
,Anthony,Lopes,83,199479
,Cy,Goddard,54,199482
,Anton,Walkes,65,232251
Lucas Fernandes,Lucas,Fernandes,68,232252
,Agustín,Bouzat,72,232253
Han Pengfei,Pengfei,Han,62,232255
Joselu,José Luís,Moreno Barroso,68,232256
Fran García,Francisco,García Solsona,69,199490
Diego Mariño,Diego,Mariño Villar,74,199491
Che Shiwei,Shiwei,Che,60,199493
,Yeimar,Gómez Andrade,76,232264
,Gavin,Massey,67,224396
,Boulaye,Dia,73,199498
,Timothy,Fosu-Mensah,73,246242
,Granit,Xhaka,80,232270
,Taulant,Xhaka,72,199503
,Hakan,Demir,63,199504
Víctor López,Víctor,López Ibañez,63,233083
,Nick,Proschwitz,64,240782
,Mark,Travers,66,199510
,James,Doona,56,232284
,Byron,Castillo,70,232285
,Stefan,Silva,65,253537
,Victor,Osimhen,79,232291
,Ryota,Morioka,74,232293
,Florin,Bejan,64,232294
,Trevor,Carson,68,232295
,Ali,Koiki,62,166764
,Michael,Novak,70,240786
,Joffrey,Cuffaut,68,199535
,Hamed Junior,Traorè,71,199537
,Milan,Jevtović,67,240787
Maurício,Maurício,de Carvalho António,71,232308
,Leeroy,Owusu,67,232310
,Kosta,Petratos,57,232311
,Mihlali,Mayambela,60,232314
,Bruno,Martins Indi,69,232315
,Marco,Verratti,86,199550
,Imoh,Ezekiel,65,199556
,Murat,Uçar,66,208022
,Roberto,Inglese,74,232326
Nolito,Manuel,Agudo Durán,76,199559
Ilie Sánchez,Ilie,Sánchez Farres,74,199561
,Bekim,Balaj,69,199562
Sergi Roberto,Sergio,Roberto Carnicer,83,199563
,Miquel,Nelom,67,199564
,Roman,Tugarev,63,199566
,Konstantinos,Lamprou,69,246253
,Érick,Torres,68,199568
,Jesús,Sánchez,72,199569
,Ciprian,Deac,72,199570
,Maximiliano,Lugo,67,199572
Jordi Masip,Jordi,Masip López,81,232342
Oriol Romeu,Oriol,Romeu Vidal,75,199575
Sergi Gómez,Sergi,Gómez Solà,77,199576
,Connor,Goldson,72,199577
,Maikel,Kieftenbeld,69,199580
,Simon,Rhein,66,199584
,Zak,Mills,62,246256
Judson,Judson,Silva Tavares,70,234692
,Luca,Orellano,67,232358
,Milan,Škriniar,85,246423
,Dimitris,Chatziisaias,69,232363
Jony Ñíguez,Jonathan,Ñíguez Esclápez,66,232364
,Haruki,Fukushima,62,199598
,Musa,Çağıran,70,232367
,John,Guidetti,74,199601
,Axel,Grijalva,58,199602
,Takuya,Okamoto,65,246259
,Tomoya,Ugajin,67,232372
,Tsukasa,Umesaki,65,232374
,Takuya,Aoki,67,232375
,Nicky,Adams,67,232376
,Naoki,Ishihara,64,166841
,Yūki,Mutō,68,232379
Wesley,Wesley Moraes,Ferreira da Silva,76,232380
,Toshiyuki,Takagi,68,232381
,Stefan,Payne,62,232382
,Darius,Charles,66,199620
André André,André Filipe,Brás André,75,166853
,Harry,Pell,65,199626
,Adrián,Argachá,68,199627
,Matthew,Lowton,75,232397
Kim Woo Suk,Woo Suk,Kim,56,199633
,Gustavo,Velázquez,69,232402
,Medhy,Guezoui,63,246696
,Robin,Krauße,66,199636
Richardson,Richardson,dos Santos,70,232406
,Juan Pablo,Rioja,62,246265
,Matz,Sels,79,253597
,Christopher,Nkunku,80,199641
,Ebou,Adams,65,232411
,Anfernee,Dijksteel,67,232412
,Lars,Grorud,61,232413
,Nicolas,Kocik,64,166879
,Yohei,Takeda,61,232417
,Dennis,Praet,76,232418
,Armando,Izzo,79,199652
,Gabriel,Iancu,71,216145
,Kevin,Holzweiler,65,235345
,Tomoya,Koyamatsu,65,248879
,Maximilian,Wittek,71,232426
,Alistair,Taylor,52,224423
,Benno,Schmitz,71,256517
,Ljuban,Crepulja,69,222692
,Luka,Jović,80,232431
,Jens,Cools,68,232432
,Ramiro,Funes Mori,75,199665
,Moussa,Sanoh,66,199667
,Leandro,González Pirez,73,232436
,Marius,Wolf,76,199669
Caio Henrique,Caio Henrique,Oliveira Silva,68,224425
,Masaaki,Higashiguchi,70,232440
Jorge Teixeira,Jorge Filipe,Avelino Teixeira,69,232441
,Yuji,Rokutan,65,199674
,Kentaro,Seki,63,232447
,Kei,Ishikawa,58,232448
,Kamil,Çörekçi,70,232449
,Piotr,Malarczyk,63,199683
,Ricardo,Pedriel,64,199684
,Yasuhiro,Hiraoka,67,199685
,Kazuki,Oiwa,62,232454
,Ángel,Sepúlveda,70,232456
Carlos Ponck,Carlos,Santos Rodrigues,72,199689
,Hiram,Mier,69,232459
Kim Min Tae,Min Tae,Kim,69,199692
,Hiroaki,Okuno,69,232461
,Jordan,Gibson,55,232462
,Shingo,Tomita,67,240813
,Hirotaka,Mita,69,232465
Aridai,Aridai,Cabrera Suárez,70,232467
,Alfie,Beestin,57,199700
Joaquín,Joaquín,Muñoz Benavides,66,235703
,Takumi,Sasaki,57,246276
,Keiya,Shiihashi,63,232474
,Sultan,Al Ghannam,70,232476
,Takuma,Nishimura,66,232477
Vitolo,Víctor,Machín Pérez,79,232479
,Wataru,Endo,75,199715
,Cristian,Romero,73,232487
,Mathieu,Gorgelin,70,232488
,Ryotaro,Ito,62,199721
,Daniel,Royer,74,232490
,Dinu,Moldovan,63,199729
,Sebastián,Piriz,67,199730
,Yassin,Fortune,58,232499
,Böðvar,Böðvarsson,65,232500
Wilson Eduardo,Wilson Bruno,Naval Costa Eduardo,76,232504
Fran Vélez,Francisco,Vélez Jiménez,66,199737
,Ryotaro,Hironaga,62,199738
,Camilo,Cándido,69,232507
,Andrew,Durante,65,242335
,Tsukasa,Shiotani,72,180746
,Sho,Sasaki,69,232510
,Yoshifumi,Kashiwa,71,232511
,Erik,Sviatchenko,76,232512
,Gabriel,Carabajal,74,199745
,Jesper,Lauridsen,67,232514
,Jonas,Knudsen,69,199747
,Nicolás,Silva,72,199748
,Rilwan,Hassan,66,232517
,Glenn,Middleton,64,199750
,Diallang,Jaiyesimi,62,232519
,Lucas,Merolla,62,232520
,Clévid,Dikamona,64,232521
,Bubacarr,Trawally,69,199754
,Elias,Cobbaut,71,232523
,Marcin,Kamiński,70,232526
,Kamil,Drygas,69,199761
,Bartosz,Bereszyński,72,199762
,Yuji,Kajikawa,67,199763
,Marco,van Ginkel,75,232533
,Marvin,Potzmann,69,199767
,Sefa,Yılmaz,66,199769
,Ryuji,Izumi,68,199772
,Luca,Caldirola,71,232541
,Diego,Zabala,73,199776
,André,Hoffmann,72,232546
,Romain,Métanire,73,199779
Edgar Hernández,Edgar,Hernández Marcé,66,199781
,Mustafa,Yumlu,68,199784
,Shuaibu Lalle,Ibrahim,62,199789
,Daniel,Haas,62,232559
,Lucas,Chevalier,61,101488
,Kosuke,Nakamura,68,251752
,Sergiu,Ciocan,59,232562
,Tatsuya,Morita,66,252157
,Goro,Kawanami,60,232564
,Haruhiko,Takimoto,59,232565
,Kazunari,Ono,64,232566
,Zakarya,Bergdich,73,232567
,Felix,Burmeister,62,199800
,Daniel,Batz,65,199801
,Ken,Matsubara,68,199803
,Yuki,Kobayashi,65,232573
,Ryosuke,Yamanaka,67,232576
,Ryan,Allsop,66,232577
,Gernot,Trauner,74,199812
,Randy,Nteka,71,199813
,Kei,Koizumi,66,251756
,Jonathan,Herrera,57,232586
,Kiwara,Miyazaki,62,246295
,Kazuki,Kozuka,68,232588
,Ryohei,Yamazaki,60,232589
Campaña,José,Gómez Campaña,80,232590
,Joshua,Emmanuel,67,199823
,Pablo,Hernández,75,229912
,Tomoki,Imai,61,199827
Timor,David,Timor Copoví,72,232596
,Samuel,Galindo,65,199829
,Yuta,Nakayama,66,199830
,Lars,Unnerstall,77,232599
Kim Jungya,Jungya,Kim,63,199833
,Kyohei,Yoshino,66,232602
,Keisuke,Iwashita,63,232603
,Kalidou,Sidibé,68,232604
,Fabricio,Formiliano,71,246298
,Hiroyuki,Abe,70,232607
,Gakuto,Notsuda,67,232608
,Kazuya,Miyahara,68,232609
,Francesco,Acerbi,83,232611
,Yusuke,Minagawa,63,199845
,Kohei,Shimizu,66,232614
,Kosei,Shibasaki,68,232617
,Nicolai,Jørgensen,74,232619
,Shun,Nagasawa,67,199852
,Yosuke,Ideguchi,68,232622
Oh Jae Suk,Jae Suk,Oh,71,232623
,Hiroto,Goya,67,232626
,Waldemar,Sobota,68,232627
,John,Ogu,66,199861
,Kazunari,Ichimi,66,199866
,Ryo,Hatsuse,65,232635
,Ritsu,Doan,73,232636
,Taiki,Yamada,57,232639
,Leon,Guwara,68,255433
,Facundo,Cambeses,66,232643
,Claudio,Bravo,73,232645
,Luis,Malagón,66,232646
,Simen,Juklerød,71,232654
,Theo,Hernández,80,232655
Tarantini,Ricardo José,Monteiro,72,232656
,Numa,Lavanchy,70,3281
,Nicolas,Höfler,72,199890
,Liam,Gordon,62,199897
,Sarpreet,Singh,68,232668
,Fernando,Zampedri,73,232669
,Leandro,Putaro,63,232670
,Jesse,Joronen,75,232671
,Marwan,Al Haidari,57,199904
,Fahad,Ghazi,61,232673
,Muteb,Al Mufarrij,60,232674
,Felicio,Brown Forbes,65,232675
,Pavao,Pervan,74,199908
,Sonny,Kittel,73,199909
Allan,Allan,Marques Loureiro,83,199912
,Lewis,Dunk,78,199914
,Tom,Eastman,64,199915
,Jake,Forster-Caskey,66,199916
,Hiromu,Mitsumaru,65,199917
Kim Min Hyeok,Min Hyeok,Kim,67,232687
,Guillermo,Acosta,70,232691
,Chidozie,Awaziem,73,232692
,Steffen,Hagen,68,232693
,Lautaro,Geminiani,68,167159
,Lautaro,Comas,69,232697
Rômulo,Rômulo,Borges Monteiro,76,232699
,Takuma,Ominami,63,199935
,Milton,Valenzuela,71,232704
,Damian,Batallini,74,232708
,Jens,Stage,68,232709
,Juan Bautista,Cascini,63,232711
,Daniel,Sappa,69,232712
,Yohei,Toyoda,64,232713
,Pablo,López,71,232714
,Fredrik,Nordkvelle,64,257189
,Yoshiki,Takahashi,63,167180
,Kyle,Beckerman,68,232718
,Bilal,Bayazit,62,36111
,Jamie,Paterson,70,240856
,Cristian,Tarragona,70,199960
,Daichi,Kamada,76,232729
,Ryota,Hayasaka,63,232730
,Marco,Pérez,70,232731
,Yuki,Kobayashi,68,199964
,Takuya,Matsuura,62,232736
,Kazuaki,Mawatari,67,232741
,Daizen,Maeda,67,244652
Park Jeong Su,Jeong Su,Park,63,246321
,Ryo,Okui,65,232746
,Joachim,Van Damme,71,232748
,Shingo,Hyodo,61,199982
Arbilla,Anaitz,Arbilla Zabala,75,232752
,Jasper,Cillessen,81,199986
,Fikayo,Tomori,76,199987
,Josh,Tymon,68,232756
,Pape Djibril,Diaw,65,232759
,Takayoshi,Ishihara,64,232760
,Conor,Coventry,59,246324
,Takuya,Wada,66,240863
,Santiago,Colombatto,68,232768
,Alan,Liebeskind,61,232770
,Ataru,Esaka,69,255127
,Yuzo,Kobayashi,63,232775
,Ronald,Araujo,67,232776
,Keita,Endo,69,253163
Mateus,Mateus,dos Santos Castro,66,232786
,Teruhito,Nakagawa,73,232787
,Hiroki,Iikura,65,232789
,Takashi,Kanai,64,232790
,Nicolás,Acevedo,66,232793
,Kensuke,Sato,66,253256
,Naoki,Maeda,66,255589
Bernardo,Bernardo,Fernandes,74,232803
,Takuya,Kida,69,232805
,Jun,Amano,67,232810
,Youssef,En-Nesyri,78,232811
,Charlie,Jolley,56,235410
,Alejandro,Rivero,61,246333
,Ignacio,Chicco,63,232816
Pedro Obiang,Pedro Mba,Obiang Avomo,76,232817
,Hayao,Kawabe,68,200054
Myeong Joon Jae,Joon Jae,Myeong,62,232823
,Tonny,Brochmann,65,232825
,Colin,Coosemans,69,200058
,Luciano,Gómez,68,200059
,Atınç,Nukan,68,232832
,Zakaria,Diallo,67,200065
,Miro,Muheim,65,200067
,Anders,Christiansen,75,232839
Yuri,Yuri,de Souza Fonseca,71,199792
,Laurent,Henkinet,67,3467
,Yuichi,Maruyama,66,200076
,Ryoya,Ogawa,69,232848
,Takahiro,Yanagi,61,232849
,Kazunori,Yoshimoto,62,232850
,Takuji,Yonemoto,66,232851
,Andreas,Bredahl,52,232852
Yu In Soo,In Soo,Yu,55,257262
,Keigo,Higashi,71,232857
,Kota,Mizunuma,69,232860
,Shoya,Nakajima,77,232861
,Takaaki,Shichi,65,232862
Ahn Tae Hyun,Tae Hyun,Ahn,64,246341
,Nikola,Dovedan,69,232865
,Gen,Shoji,73,235419
,Naomichi,Ueda,67,232869
Gao Zhunyi,Zhunyi,Gao,65,232870
,Heung Min,Son,87,232871
,Johan,Kappelhof,67,200104
,Shuto,Yamamoto,66,200105
,Daigo,Nishi,68,232874
,Nicolai,Boilesen,71,232875
,Marco,Bizot,79,200108
,Ryota,Nagaki,71,200110
,Florian,Jozefzoon,68,232879
,Kento,Misao,70,200113
,Shoma,Doi,71,232882
Jo Jin Woo,Jin Woo,Jo,58,232884
Chen Zhechao,Zhechao,Chen,51,246345
,Takuya,Iwanami,66,232888
,Maximiliano,Rodríguez Vejar,53,232894
,Rémi,Mulumba,65,252534
,Christoph,Monschein,71,200130
,Mukhtar,Ali,65,232900
,Robbie,Benson,62,232901
,Sven,Botman,69,200134
,Abdulrahman,Al Dawsari,60,251809
,Junya,Ito,75,232904
,Michael,Hector,72,232905
,Hidekazu,Otani,63,200138
,Akimi,Barada,66,232907
,Shunki,Takahashi,65,232908
,Lennart,Czyborra,69,232909
Casemiro,Carlos Henrique,Venancio Casimiro,89,244840
Danilo Silva,Danilo,Aparecido da Silva,68,200145
,Keijiro,Ogawa,65,167379
,Yuki,Saneto,65,232916
,Naoyuki,Fujita,68,232918
,Seigo,Kobayashi,65,232919
,Hans,Vanaken,78,232922
,Cameron,Hargreaves,54,200155
,Kazuma,Watanabe,65,240890
,Stefan,Ortega,75,232926
,Yoshiki,Matsushita,66,200159
,Masatoshi,Mihara,68,232928
Falcao,Radamel Falcao,García Zarate,80,232929
,Jonathan,Heris,66,167397
,Leonardo,Mancuso,70,200168
,Takehiro,Tomiyasu,72,224508
,Yuya,Nakasaka,62,232938
,Ryosuke,Maeda,66,232939
,So,Fujitani,63,232940
,Kosuke,Taketomi,67,232944
,Hiroto,Nakagawa,63,232946
,Yusuke,Kobayashi,65,232951
,Kohei,Tezuka,64,232952
,Takeshi,Kanamori,62,232955
,Orlando,Gaona Lugo,63,232963
,Nicolás,Blandi,73,200196
,Gonzalo,Castro,73,200197
,Oscar,Ustari,70,167431
,Dominik,Stroh-Engel,64,167435
Alan Patrick,Alan Patrick,Lourenço,73,167437
,Cristian,Martínez Borja,63,200206
,Nicolai,Larsen,68,200207
,Antoni,Sarcevic,65,200209
,Michael,Esser,74,200210
,Sebastian,Rode,77,200212
,Takahiro,Kunimoto,70,200215
,Adam,Maher,75,232985
Bruno,Bruno,González Cabrera,74,200223
Lee Han Do,Han Do,Lee,61,200228
,Tyler,Adams,76,232997
,Ole Martin,Kolskogen,64,232999
,Mitchell,te Vrede,66,255445
,Pablo,García,66,200235
,Tunahan,Çiçek,66,255341
,Maduka,Okoye,64,200239
Jeong Chi In,Chi In,Jeong,56,257288
Hong Jeong Un,Jeong Un,Hong,63,233011
Park Han Bin,Han Bin,Park,64,233012
Kim Dae Won,Dae Won,Kim,64,233017
,Jonas,Lindberg,62,233018
,Thilo,Leugers,67,200253
,Michael,Schimpelsberger,64,200256
